slang,formal,In-dictionary,context,category1,category2,category3
bnget,banget,1,@aeinieaeinie iya mba... Hihihi lucu bnget ya,abreviasi,0,0
nakutin,menakutkan,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,afiksasi,0,0
malingg,maling,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
cocokk,cocok,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
niihh,nih,1,@amaliamandasari untuk nakutin malingg cocokk niihh wkwkkw,elongasi,0,0
imutttttt,imut,0,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
satuuuuu,satu,1,Aaaaa imutttttt aku mau satuuuuu ????,elongasi,0,0
sesekk,sesak,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,modifikasi vokal,0
nafass,nafas,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,elongasi,0,0
bgtt,banget,1,Sesekk Nafass mas nick sumpah. Love you bgtt lah.. ?,abreviasi,elongasi,0
cintaaaaaaa,cinta,1,Wahai pujangga cintaaaaaaa? @sakinaahsly @nicholassaputra,elongasi,0,0
lucuk,lucu,1,Komennya lucuk lucuk @wedari,anaptiksis,0,0
ma,sama,1,@heni.hasibuan  ngefans ma om nicholas dah lama,zeroisasi,0,0
duluu,dulu,1,Sama.. aku juga dari duluu.. dari dia masih kinclong mukanya.. sampe dia jadi gagah dan tangguh kayak gini.. ??? @aries6737,elongasi,0,0
megang,memegang,1,Roti sobeknya pengen bgt bisa megang ?????,afiksasi,0,0
kawinin,mengawini,1,"elaaaaaaah kalo gini caranya mah, minta kawinin wqwqwq",afiksasi,0,0
ny,nya,1,baru kali ini dia mau liatin muka ny d ig @farydha_kenchon ??,abreviasi,0,0
bdan,badan,1,"ganteng euy , bdan nyaaa gemesin @dhillee",abreviasi,0,0
nyaaa,nya,1,"ganteng euy , bdan nyaaa gemesin @dhillee",elongasi,0,0
gemesin,menggemaskan,1,"ganteng euy , bdan nyaaa gemesin @dhillee",afiksasi,0,0
fotoin,memfoto,0,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
ngaku,mengaku,1,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",afiksasi,0,0
kaaa,kak,1,"Pasti yang fotoin nya ka @jscmila ya ngaku aja kaaa, hahahhaaah",elongasi,zeroisasi,0
ganteng2,ganteng-ganteng,0,Kembar nya ganteng2,reduplikasi,0,0
pcarny,pacarnya,0,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
kri,kiri,1,Itu pcarny kak marcel..hahah yg kri lah kak.. ??,abreviasi,0,0
knpa,kenapa,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
pda,pada,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
cmn,cuman,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',abreviasi,0,0
gara2,gara-gara,1,Kanan huhuhu*knpa pda salah cmn gara2 tangan --',reduplikasi,0,0
garuk2,garuk-garuk,0,Garuk2 tembokk @nrisdiana,reduplikasi,0,0
tembokk,tembok,1,Garuk2 tembokk @nrisdiana,elongasi,0,0
namax,namanya,0,Yg di tag namax @marcelchandra,word-value letter,0,0
kiriii,kiri,1,YANG KIRIII ?,elongasi,0,0
bungkusin,bungkuskan,0,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,afiksasi,0,0
atu,satu,1,@nuruldhimas bun mau yg kyk gini.. Yg mana aja boleh dah.. Bungkusin atu..,zeroisasi,0,0
dehhhh,deh,1,Aku yg kanan dehhhh @anggitayuning @fitzaamelya ?,elongasi,0,0
ngegantiin,menggantikan,1,Ga ada yg bisa ngegantiin sosok yoga saputra ?,afiksasi,0,0
alloh,allah,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,modifikasi vokal,0,0
smpe,sampai,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,monoftongisasi,0
msh,masih,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
trsa,terasa,1,banget..... y alloh smpe saat ini msh trsa... khadirannyA,abreviasi,0,0
khadirannya,kehadirannya,0,banget..... y alloh smpe saat ini msh trsa... khadirannyA,zeroisasi,0,0
fikiran,pikiran,1,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",subtitusi,0,0
hayalanku,khayalanku,0,"Ya allah ,,terus terang aku belum percaya,sejenak di fikiran ku tuh kak olga lagi sakit yang pasti akan sehat dan datang untuk menghiburku,namun itu hanya hayalanku,,kak aku harap kita bisa bersama selamanya di tempat yang paling terindah #amin",zeroisasi,0,0
bru,baru,1,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,0,0
nton,menonton,1,"Ya tuhan , sampe lupa kalo kak olga uda kaga ada ... Tadi bru nton film ""mengejar cinta olga"" liat film itu jdi keinget sama kak olga ...",abreviasi,afiksasi,0
surgaa,surga,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kangenn,kangen,1,Kak Olga lagi ngapain yaa di surgaa aku kangenn,elongasi,0,0
kgn,kangen,1,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,abreviasi,0,0
kakkkkk,kak,1,Kak yoga meninggal ya pas banget hari ultah ya aku :'( jd kgn kakkkkk yoga({}) @olgasyahputra89 @ababilsky16 @ruben_onsu,elongasi,0,0
rinduuuuuuuuu,rindu,1,Rinduuuuuuuuu kak olga??,elongasi,0,0
ninggalin,meninggalkan,1,Kakak meninggal bertepatan pada rajanya Hari yaitu di hari :-) Jum'at :) masih gak percaya kalo kak Yoga pergi ninggalin dunia hiburan :'(,afiksasi,0,0
smg,semoga,1,Smg kk.olga di terangkhn kuburane amin,abreviasi,0,0
terangkhn,terangkan,0,Smg kk.olga di terangkhn kuburane amin,salah ketik,0,0
bgtttt,banget,1,Ya allah sedih bgtttt,abreviasi,elongasi,0
knp,kenapa,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
tuk,untuk,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
slama,selama,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,zeroisasi,0,0
orng,orang,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngunlah,bangunlah,0,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
bngun,bangun,1,Ya olga... knp pergi sih k tuk slama lamanya... padahal semua orng membutuhkanmu k bngunlah k bngun... ???? @olgasyahputra89,abreviasi,0,0
ea,ya,1,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",subtitusi,0,0
qu,ku,1,"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",homofon,subtitusi,0
hiri,hari,1,9 hiri yang lalu nya,salah ketik,0,0
"teman""ny",teman-temannya,0,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",reduplikasi,0,0
aza,saja,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",subtitusi,zeroisasi,0
dr,dari,1,"Klo olga masih ada,,g mungkin kan bang billy dan teman""ny di buang gtu aza dr pesbukers",abreviasi,0,0
alm,almarhum,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
skrg,sekarang,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",abreviasi,0,0
sie,sih,1,"Ruben dan teman""ny kata ny sahabat alm olga,,skrg knpa olga g ada bang billy n manajemen ny ga di bantu sie??",subtitusi,0,0
benet,benar,1,Benet bangetttt tuu,modifikasi vokal,salah ketik,0
bangetttt,banget,1,Benet bangetttt tuu,elongasi,0,0
tuu,tuh,0,Benet bangetttt tuu,zeroisasi,elongasi,0
skrang,sekarang,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
gda,tidak ada,0,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",akronim,abreviasi,0
gantiin,menggantikan,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",afiksasi,0,0
kklau,kalau,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,elongasi,0
acra,acara,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
kasian,kasihan,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,0,0
bnerr,benar,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",zeroisasi,modifikasi vokal,elongasi
emk,emak,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
temenn,teman,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",modifikasi vokal,elongasi,0
pngenn,pengin,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,elongasi,0
terkenall,terkenal,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",elongasi,0,0
ajhh,saja,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,elongasi,anaptiksis
sungguh2,sungguh-sungguh,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",reduplikasi,0,0
mnjadi,menjadi,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
shbt,sahabat,1,"Eh waktu itu kan bang billy di tanya di acara rumpi katanya kenapa skrang gda bang billi di acara komedi siang, fesbukerrs,, trus bang bily jawab dia emang di suruh gantiin alm.olga v di tempat itu ada satu org yg gak suka sma bang bili jdi bang bili gak boleh lagi di fesbukers itu kta mak vera karena mak tau kali kklau d acra itu ada yg gk suka sma bang bili ,,,kasian bangett yaaa,,,bnerr kata ka olgaa emk ada temenn yang cuma pngenn ikut terkenall ajhh gk sungguh2 ingin mnjadi shbt k olga ....",abreviasi,0,0
bner,benar,1,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,abreviasi,modifikasi vokal,0
ktny,katanya,0,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,abreviasi,0,0
dimusiumin,dimuseumkan,0,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,afiksasi,modifikasi vokal,0
bntu,bantu,1,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,abreviasi,0,0
dlu,dulu,1,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,abreviasi,0,0
udh,sudah,1,Bner bgt tuh.ktny shbt.tp skrg pda ga bntu bang billy cuma pda manis dimulut doang dlu lo klo gda olga pda kaga ada di tv!! Udh pda dimusiumin,abreviasi,0,0
kangem,kangen,1,Kangem canda tawa kak olga,salah ketik,0,0
amiiin,amin,1,amiiin ya rob,elongasi,0,0
smua,semua,1,Smua manusia pasti akan menyusul yoga ka ruben ?. Sampai ketemu di sisi allah ya ka yoga ?,zeroisasi,0,0
slmt,selamat,1,"Slmt jln olga mudh""an..olga tenny d sisi allah..",abreviasi,0,0
jln,jalan,1,"Slmt jln olga mudh""an..olga tenny d sisi allah..",abreviasi,0,0
"mudh""an",mudah-mudahan,1,"Slmt jln olga mudh""an..olga tenny d sisi allah..",reduplikasi,abreviasi,0
tenny,tenang,1,"Slmt jln olga mudh""an..olga tenny d sisi allah..",salah ketik,0,0
sdh,sudah,1,Yorieche biasanya d gereja apa? Sdh ada yg tnya ini blm td @yoeriche,abreviasi,0,0
tnya,tanya,1,Yorieche biasanya d gereja apa? Sdh ada yg tnya ini blm td @yoeriche,abreviasi,0,0
blm,belum,1,Yorieche biasanya d gereja apa? Sdh ada yg tnya ini blm td @yoeriche,abreviasi,0,0
td,tadi,1,Yorieche biasanya d gereja apa? Sdh ada yg tnya ini blm td @yoeriche,abreviasi,0,0
sblm,sebelum,1,sblm off jawab punyaku dulu yah.. @yoeriche,abreviasi,0,0
bole,boleh,1,@yoeriche yor lagi dimana? Meet up bole lahhh ? #eh #sokkenal,zeroisasi,0,0
lahhh,lah,1,@yoeriche yor lagi dimana? Meet up bole lahhh ? #eh #sokkenal,elongasi,0,0
maap,maaf,1,@jesslynmercylia177 maap ya sosmed yg gk d private cm ig and twitter hoho. Follow ga twitter ku?? @witri_gustiani thank you kak amin moga semakin banyak Twibi Twiboy yg syg Cherrybelle selalu hohoho @yoericheofc_fc kmrn aja wkt d malang aku ketemu ama imyoers malang yihaaa?,subtitusi,0,0
cm,cuma,1,@jesslynmercylia177 maap ya sosmed yg gk d private cm ig and twitter hoho. Follow ga twitter ku?? @witri_gustiani thank you kak amin moga semakin banyak Twibi Twiboy yg syg Cherrybelle selalu hohoho @yoericheofc_fc kmrn aja wkt d malang aku ketemu ama imyoers malang yihaaa?,abreviasi,0,0
kmrn,kemarin,1,@jesslynmercylia177 maap ya sosmed yg gk d private cm ig and twitter hoho. Follow ga twitter ku?? @witri_gustiani thank you kak amin moga semakin banyak Twibi Twiboy yg syg Cherrybelle selalu hohoho @yoericheofc_fc kmrn aja wkt d malang aku ketemu ama imyoers malang yihaaa?,abreviasi,0,0
wkt,waktu,1,@jesslynmercylia177 maap ya sosmed yg gk d private cm ig and twitter hoho. Follow ga twitter ku?? @witri_gustiani thank you kak amin moga semakin banyak Twibi Twiboy yg syg Cherrybelle selalu hohoho @yoericheofc_fc kmrn aja wkt d malang aku ketemu ama imyoers malang yihaaa?,abreviasi,0,0
ama,sama,1,@jesslynmercylia177 maap ya sosmed yg gk d private cm ig and twitter hoho. Follow ga twitter ku?? @witri_gustiani thank you kak amin moga semakin banyak Twibi Twiboy yg syg Cherrybelle selalu hohoho @yoericheofc_fc kmrn aja wkt d malang aku ketemu ama imyoers malang yihaaa?,zeroisasi,0,0
ak,aku,1,Kak kapan ada chibi di super family 100? Soalnya ak barusan lht iklannya di antv @yoeriche,abreviasi,0,0
lht,lihat,1,Kak kapan ada chibi di super family 100? Soalnya ak barusan lht iklannya di antv @yoeriche,abreviasi,0,0
biasa2,biasa-biasa,0,Yaahh huhu? hmm apaa yaa walaupun aku org bandung asli tp jujur makanan khas bandung biasa2 aja mnrtkuu yor hahaha @yoeriche,reduplikasi,0,0
mnrtkuu,menurutku,0,Yaahh huhu? hmm apaa yaa walaupun aku org bandung asli tp jujur makanan khas bandung biasa2 aja mnrtkuu yor hahaha @yoeriche,abreviasi,elongasi,0
trs,terus,1,@twibiid_ sabar dong min heehehe mangkanya trs ikutin update nya jdwl kita yaaa,abreviasi,0,0
jdwl,jadwal,1,@twibiid_ sabar dong min heehehe mangkanya trs ikutin update nya jdwl kita yaaa,abreviasi,0,0
wajiiib,wajib,1,KAK ICEEE SECEPETNYA KE MAAKASSAR WAJIIIB:(,elongasi,0,0
aaaammmiiiinnnn,amin,1,AAAAMMMIIIINNNN.. Dtnggu yah ceh:)) happy birthdaaay cehhh sekali lagi! Wish you all the best jbu @yoeriche,elongasi,0,0
dtnggu,ditunggu,0,AAAAMMMIIIINNNN.. Dtnggu yah ceh:)) happy birthdaaay cehhh sekali lagi! Wish you all the best jbu @yoeriche,abreviasi,0,0
jan,jangan,1,gresik jan lupa di kunjungin juga yah.. @yoeriche,abreviasi,0,0
kunjungin,kunjungi,0,gresik jan lupa di kunjungin juga yah.. @yoeriche,afiksasi,0,0
lagiiii,lagi,1,1 menit lagiiii aaaaaaaaa?? pokok nya yg tanya harapan buat kedepan yg pasti pingin bisa lebih baik lagi yg pasti belajar menjadi pribadi yg kuat sayang Tuhan keluarga sahabat orang lain. Yg terpenting ingin lebih istimewa. Muacc see you bhayy bhaay????,elongasi,0,0
waktunyaaa,waktunya,0,( but thankyouu kak @yoeriche buat waktunyaaa udah diluangin yaa. Makasih jga mimin @cherrybelleid yg semakin istimewaaa?? ditunggu Juni buat Day-nya kak Ellen ya yihaa,elongasi,0,0
diluangin,diluangkan,0,( but thankyouu kak @yoeriche buat waktunyaaa udah diluangin yaa. Makasih jga mimin @cherrybelleid yg semakin istimewaaa?? ditunggu Juni buat Day-nya kak Ellen ya yihaa,afiksasi,0,0
jga,juga,1,( but thankyouu kak @yoeriche buat waktunyaaa udah diluangin yaa. Makasih jga mimin @cherrybelleid yg semakin istimewaaa?? ditunggu Juni buat Day-nya kak Ellen ya yihaa,abreviasi,0,0
mimin,admin,1,( but thankyouu kak @yoeriche buat waktunyaaa udah diluangin yaa. Makasih jga mimin @cherrybelleid yg semakin istimewaaa?? ditunggu Juni buat Day-nya kak Ellen ya yihaa,coinage,0,0
istimewaaa,istimewa,1,( but thankyouu kak @yoeriche buat waktunyaaa udah diluangin yaa. Makasih jga mimin @cherrybelleid yg semakin istimewaaa?? ditunggu Juni buat Day-nya kak Ellen ya yihaa,elongasi,0,0
